key,HeroLevel,InGameLevel,Takedowns,KillingBlows,Assists,Deaths,HighestKillStreak,HeroDamage,SiegeDamage,Healing,SelfHealing,DamageTaken,ExperienceContribution,MercCampCaptures,date,type
Xul,10,20,13,3,10,4,6,41164,122903,22,8123,0,15355,1,7/14/17,Specialist
Xul,10,20,13,3,10,4,6,40869,122542,23,7996,0,15344,1,7/15/17,Specialist
Xul,10,20,13,3,10,4,6,40626,122660,24,8017,0,15366,2,7/16/17,Specialist
Xul,10,20,13,3,10,4,6,40886,123106,26,8086,0,15441,2,7/17/17,Specialist
Xul,10,20,14,3,10,4,7,40912,124468,25,7933,0,15599,2,7/18/17,Specialist
Xul,10,20,14,3,10,4,7,40876,125024,21,7999,0,15626,2,7/19/17,Specialist
Xul,10,20,14,3,10,4,7,40706,124405,28,7869,0,15526,2,7/20/17,Specialist
Xul,10,20,13,3,10,4,6,40982,125138,22,7871,0,15643,2,7/21/17,Specialist
Xul,10,20,14,3,10,4,7,41287,124626,24,7826,0,15543,2,7/22/17,Specialist
Xul,10,20,14,3,10,4,7,41411,124597,26,7864,0,15563,2,7/23/17,Specialist
Xul,10,20,14,3,10,4,7,40995,124837,22,7760,0,15582,2,7/24/17,Specialist
Xul,10,20,13,3,10,4,7,40617,124811,28,7609,0,15586,2,7/25/17,Specialist
Xul,10,20,13,3,10,4,7,40371,123981,23,7576,0,15420,2,7/26/17,Specialist
Xul,10,20,13,3,10,4,6,39900,124055,26,7757,0,15422,2,7/27/17,Specialist
Xul,10,20,13,3,10,4,7,39604,123524,25,7676,0,15421,2,7/28/17,Specialist
Xul,10,20,13,3,10,4,7,39935,123342,23,7637,0,15390,2,7/29/17,Specialist
Xul,10,20,13,3,10,4,7,39885,123319,25,7626,0,15414,2,7/30/17,Specialist
Xul,10,20,13,3,10,4,6,39656,124189,22,7669,0,15472,2,7/31/17,Specialist
Xul,10,20,13,3,10,4,6,39560,123775,23,7656,0,15431,2,8/1/17,Specialist
Xul,10,20,13,3,10,4,7,39482,123473,20,7489,0,15304,2,8/2/17,Specialist
Xul,10,20,13,3,10,4,7,39303,122651,29,7452,0,15259,2,8/3/17,Specialist
Xul,10,20,13,3,10,4,7,39356,123678,22,7532,0,15318,2,8/4/17,Specialist
Xul,10,20,13,3,10,4,7,39724,122625,26,7580,0,15314,2,8/5/17,Specialist
Xul,10,20,13,3,10,4,7,39530,122735,24,7546,0,15283,2,8/6/17,Specialist
Xul,10,20,13,3,10,4,7,40272,124772,23,7615,0,15455,2,8/7/17,Specialist
Xul,10,20,13,3,10,4,6,40425,122487,29,7517,0,15347,2,8/8/17,Specialist
Xul,10,20,13,3,9,4,7,39762,120459,18,7163,0,15541,2,8/9/17,Specialist
Xul,10,20,13,3,10,4,7,39401,121875,15,7100,0,15712,2,8/10/17,Specialist
Xul,10,20,13,3,9,4,6,38642,122441,14,7113,0,15693,2,8/11/17,Specialist
Xul,10,20,13,3,10,4,7,38902,121961,11,7150,0,15759,2,8/12/17,Specialist
Xul,10,20,13,3,9,4,6,38464,120377,10,7278,0,15550,2,8/13/17,Specialist
Medivh,9,20,14,2,11,3,8,35308,48113,20816,19,0,10424,0,7/14/17,Specialist
Medivh,9,20,14,2,11,3,8,34261,48885,20242,20,0,10488,0,7/15/17,Specialist
Medivh,9,20,14,2,11,3,8,34008,48438,20217,17,0,10512,0,7/16/17,Specialist
Medivh,10,20,14,2,11,3,8,33344,47865,20527,19,0,10544,0,7/17/17,Specialist
Medivh,10,20,15,2,12,3,9,33529,48706,20779,21,0,10818,0,7/18/17,Specialist
Medivh,9,20,15,2,12,3,9,33201,47715,20892,21,0,10766,0,7/19/17,Specialist
Medivh,10,20,14,2,12,3,9,33371,48636,20644,17,0,10798,0,7/20/17,Specialist
Medivh,10,20,14,2,12,3,8,33084,47766,20606,15,0,10630,0,7/21/17,Specialist
Medivh,9,20,15,2,12,3,9,32975,48461,20534,11,0,10781,0,7/22/17,Specialist
Medivh,9,20,14,2,12,3,8,32749,48157,20501,21,0,10687,0,7/23/17,Specialist
Medivh,9,20,14,2,12,3,8,32740,48874,20474,22,0,10788,0,7/24/17,Specialist
Medivh,10,20,14,2,11,3,8,32783,48258,20707,17,0,10693,0,7/25/17,Specialist
Medivh,10,20,14,2,11,3,8,34081,47824,20990,19,0,10528,0,7/26/17,Specialist
Medivh,10,20,14,2,11,3,8,33957,48150,20659,25,0,10527,0,7/27/17,Specialist
Medivh,10,20,14,2,11,3,8,33446,48363,20647,25,0,10633,0,7/28/17,Specialist
Medivh,10,20,14,2,11,3,9,33763,48692,20550,25,0,10575,0,7/29/17,Specialist
Medivh,10,20,14,2,11,3,9,33178,48134,20516,17,0,10582,0,7/30/17,Specialist
Medivh,10,20,14,2,11,3,8,33723,48878,20906,26,0,10733,0,7/31/17,Specialist
Medivh,10,20,14,2,11,3,8,33083,48732,20600,25,0,10613,0,8/1/17,Specialist
Medivh,10,20,14,2,11,3,8,32971,48694,20385,14,0,10446,0,8/2/17,Specialist
Medivh,10,20,14,2,11,3,8,33440,48933,20669,20,0,10559,0,8/3/17,Specialist
Medivh,10,20,14,2,11,3,8,33217,47403,20716,25,0,10365,0,8/4/17,Specialist
Medivh,9,19,14,2,11,3,8,32555,46796,20322,16,0,10400,0,8/5/17,Specialist
Medivh,10,20,14,2,11,3,8,32951,48079,20687,27,0,10538,0,8/6/17,Specialist
Medivh,10,20,14,2,11,3,8,32834,47821,20627,15,0,10490,0,8/7/17,Specialist
Medivh,6,20,14,2,11,4,8,31132,45823,18664,25,0,10354,0,8/8/17,Specialist
Medivh,6,19,14,2,11,4,8,30335,46900,17897,25,0,10275,0,8/9/17,Specialist
Medivh,6,19,14,2,11,3,8,30361,47484,18350,16,0,10395,0,8/10/17,Specialist
Medivh,6,19,14,2,11,3,8,30117,47183,18318,18,0,10420,0,8/11/17,Specialist
Medivh,7,19,14,2,11,3,8,30054,48087,18532,19,0,10516,0,8/12/17,Specialist
Medivh,7,20,14,2,11,3,8,30196,48879,18612,27,0,10581,0,8/13/17,Specialist
Probius,7,20,10,2,8,4,6,35199,107124,6262,6121,0,14108,1,7/14/17,Specialist
Probius,7,20,10,2,8,4,6,35026,108074,6025,5880,0,14152,1,7/15/17,Specialist
Probius,7,20,11,2,8,4,6,35367,108833,6413,6256,0,14315,1,7/16/17,Specialist
Probius,7,20,11,2,8,4,6,34836,106999,6084,5935,0,14145,1,7/17/17,Specialist
Probius,7,20,11,2,9,4,6,35830,110849,6454,6305,0,14626,1,7/18/17,Specialist
Probius,7,20,11,2,9,4,6,35105,108576,6738,6591,0,14465,1,7/19/17,Specialist
Probius,7,20,11,2,9,4,6,35098,110369,6358,6201,0,14764,2,7/20/17,Specialist
Probius,7,20,11,2,9,4,6,34828,110468,6185,6052,0,14660,1,7/21/17,Specialist
Probius,7,20,11,2,9,4,6,34879,109254,6547,6392,0,14570,1,7/22/17,Specialist
Probius,7,20,11,2,9,4,6,34923,108716,6436,6300,0,14496,1,7/23/17,Specialist
Probius,7,20,11,2,9,4,6,34798,110662,6296,6155,0,14758,1,7/24/17,Specialist
Probius,7,20,11,2,9,4,6,34720,109542,6373,6218,0,14659,1,7/25/17,Specialist
Probius,7,20,11,2,8,4,6,35342,108959,6622,6466,0,14414,1,7/26/17,Specialist
Probius,7,20,11,2,8,4,6,34967,109319,6275,6118,0,14426,1,7/27/17,Specialist
Probius,7,20,11,2,9,4,6,34788,107245,6181,6035,0,14237,1,7/28/17,Specialist
Probius,7,20,11,2,9,4,6,34848,108004,6411,6261,0,14388,1,7/29/17,Specialist
Probius,7,20,11,2,9,4,6,35080,108556,6145,6000,0,14364,1,7/30/17,Specialist
Probius,7,20,11,2,8,4,6,35472,109978,6530,6369,0,14509,1,7/31/17,Specialist
Probius,7,20,11,2,8,4,6,34572,110575,6102,5964,0,14515,1,8/1/17,Specialist
Probius,7,20,11,2,8,4,6,34556,107617,6071,5929,0,14179,1,8/2/17,Specialist
Probius,7,20,11,2,8,4,6,35053,109382,6431,6296,0,14348,1,8/3/17,Specialist
Probius,7,20,11,2,8,4,6,35050,108590,5981,5847,0,14415,1,8/4/17,Specialist
Probius,7,20,11,2,9,4,6,34305,107557,6034,5900,0,14254,1,8/5/17,Specialist
Probius,7,20,11,2,8,4,6,34501,107113,6013,5872,0,14195,1,8/6/17,Specialist
Probius,7,20,11,2,8,4,6,34495,109118,6102,5957,0,14416,1,8/7/17,Specialist
Probius,7,20,11,2,8,4,6,34615,111347,6043,5890,0,14539,1,8/8/17,Specialist
Probius,7,20,12,2,9,4,7,36100,108305,6021,5889,0,14499,1,8/9/17,Specialist
Probius,7,20,11,2,9,4,6,34669,108928,5857,5732,0,14462,2,8/10/17,Specialist
Probius,7,20,11,2,9,4,6,35031,109540,5870,5747,0,14575,2,8/11/17,Specialist
Probius,7,20,11,2,9,4,6,34539,108816,5749,5621,0,14589,2,8/12/17,Specialist
Probius,7,20,11,2,9,4,6,34607,110068,5562,5443,0,14516,1,8/13/17,Specialist
Anub'arak,11,19,14,2,11,3,9,32113,49564,44,29097,60800,10617,2,7/14/17,Warrior
Anub'arak,10,19,14,2,11,3,8,31655,49294,46,28708,60177,10638,2,7/15/17,Warrior
Anub'arak,10,19,14,2,11,3,8,31529,49314,39,28682,60189,10643,2,7/16/17,Warrior
Anub'arak,10,19,14,2,11,3,8,31209,48956,37,28616,59815,10588,2,7/17/17,Warrior
Anub'arak,10,19,14,2,11,3,8,31327,49265,42,28599,59868,10645,2,7/18/17,Warrior
Anub'arak,11,19,14,2,11,3,8,31085,49115,42,28576,59490,10595,2,7/19/17,Warrior
Anub'arak,10,19,14,2,12,3,8,31517,49625,46,28949,60181,10756,2,7/20/17,Warrior
Anub'arak,10,19,14,2,11,3,8,31198,49967,39,28538,59720,10713,2,7/21/17,Warrior
Anub'arak,10,19,14,2,12,3,8,31420,49596,41,28799,60221,10721,2,7/22/17,Warrior
Anub'arak,10,19,14,2,11,3,8,31480,49527,41,28954,60170,10710,2,7/23/17,Warrior
Anub'arak,10,19,14,2,11,3,8,31460,49383,42,28878,60125,10733,2,7/24/17,Warrior
Anub'arak,10,19,14,2,11,3,8,31220,49372,48,28593,59822,10653,2,7/25/17,Warrior
Anub'arak,10,19,14,2,11,3,8,31163,49431,41,28581,59943,10639,2,7/26/17,Warrior
Anub'arak,10,19,14,2,11,3,8,31005,48713,43,28351,59499,10567,2,7/27/17,Warrior
Anub'arak,10,19,14,2,11,3,8,31218,49446,40,28681,59719,10677,2,7/28/17,Warrior
Anub'arak,10,19,14,2,11,3,8,31529,49018,39,28497,59991,10665,2,7/29/17,Warrior
Anub'arak,10,19,14,2,12,3,9,31390,49146,39,28663,60032,10659,2,7/30/17,Warrior
Anub'arak,10,19,14,2,11,3,8,31235,49558,40,28533,59617,10689,2,7/31/17,Warrior
Anub'arak,9,19,14,2,11,3,8,31228,49231,40,28009,59448,10715,2,8/1/17,Warrior
Anub'arak,9,19,14,2,11,3,8,31208,49045,36,27798,59241,10762,2,8/2/17,Warrior
Anub'arak,9,19,14,2,11,3,8,31326,49808,41,28110,59642,10779,2,8/3/17,Warrior
Anub'arak,9,19,14,2,11,3,8,30979,49011,32,27905,58989,10659,2,8/4/17,Warrior
Anub'arak,9,19,14,2,11,3,8,31030,49493,36,27942,59367,10733,2,8/5/17,Warrior
Anub'arak,9,19,14,2,11,3,8,31123,49503,43,27831,59391,10677,2,8/6/17,Warrior
Anub'arak,9,19,14,2,11,3,8,30919,48943,43,27871,59149,10673,2,8/7/17,Warrior
Anub'arak,10,19,14,2,11,3,8,30907,48748,46,28024,59204,10545,2,8/8/17,Warrior
Anub'arak,10,19,14,2,11,3,8,30048,47624,22,27052,56932,10785,2,8/9/17,Warrior
Anub'arak,10,19,14,2,12,3,8,30033,47629,11,27302,57330,10877,2,8/10/17,Warrior
Anub'arak,11,19,14,2,11,3,8,29809,48019,14,27274,56983,10811,2,8/11/17,Warrior
Anub'arak,11,19,14,2,11,3,8,29732,47676,15,27005,56966,10755,2,8/12/17,Warrior
Anub'arak,10,19,14,2,11,3,8,30339,48635,15,27307,57727,10883,2,8/13/17,Warrior
Arthas,10,19,15,3,11,4,8,35307,53927,48,17998,69123,10881,2,7/14/17,Warrior
Arthas,9,19,15,3,11,4,8,34912,53590,50,17820,68224,10833,2,7/15/17,Warrior
Arthas,9,19,15,3,12,4,8,34997,53645,51,17798,68430,10857,2,7/16/17,Warrior
Arthas,9,19,15,3,11,4,8,34669,53734,59,17994,68273,10798,2,7/17/17,Warrior
Arthas,8,20,15,3,12,4,8,34559,53426,51,17812,67641,10940,2,7/18/17,Warrior
Arthas,8,20,15,3,12,4,8,34567,53826,48,17846,67580,11025,2,7/19/17,Warrior
Arthas,8,20,15,3,12,4,8,34656,54025,48,17976,67867,11023,2,7/20/17,Warrior
Arthas,8,20,15,3,12,4,8,34604,53905,50,17981,67675,11037,2,7/21/17,Warrior
Arthas,9,20,15,3,12,4,8,34644,53476,50,17903,67660,10980,2,7/22/17,Warrior
Arthas,9,20,15,3,12,4,8,34748,53739,54,18006,68178,10926,2,7/23/17,Warrior
Arthas,9,20,15,3,11,4,8,34530,53961,46,18177,67903,10972,2,7/24/17,Warrior
Arthas,10,20,15,3,11,4,8,34460,53566,53,18155,68238,10826,2,7/25/17,Warrior
Arthas,10,19,15,3,11,4,8,34551,53786,55,18340,68341,10816,2,7/26/17,Warrior
Arthas,10,19,15,3,11,4,8,34855,54077,60,18263,68635,10843,2,7/27/17,Warrior
Arthas,10,19,15,3,11,4,8,34626,53735,57,18429,68462,10730,2,7/28/17,Warrior
Arthas,10,19,15,3,11,4,8,34680,53208,56,18219,68148,10735,2,7/29/17,Warrior
Arthas,10,19,15,3,11,4,8,34576,53688,48,18246,68545,10795,2,7/30/17,Warrior
Arthas,10,19,15,3,11,4,8,34566,54217,57,18412,68336,10852,2,7/31/17,Warrior
Arthas,10,19,15,3,11,4,8,34624,53804,60,18177,68300,10785,2,8/1/17,Warrior
Arthas,10,19,15,3,11,4,8,34624,53653,56,18171,67741,10754,2,8/2/17,Warrior
Arthas,10,19,15,3,11,4,8,34590,53821,52,18277,68198,10759,2,8/3/17,Warrior
Arthas,10,19,15,3,11,4,8,34786,53596,51,18437,68469,10728,2,8/4/17,Warrior
Arthas,10,19,15,3,11,4,8,34612,53411,54,18254,68225,10736,2,8/5/17,Warrior
Arthas,10,19,15,3,11,4,8,34464,53945,59,18257,67858,10765,2,8/6/17,Warrior
Arthas,10,19,15,3,11,4,8,34791,53669,51,18226,68167,10689,2,8/7/17,Warrior
Arthas,11,19,15,3,11,4,8,34784,53776,60,18447,68184,10767,2,8/8/17,Warrior
Arthas,10,19,15,3,11,4,8,33354,51719,32,17478,65042,10821,2,8/9/17,Warrior
Arthas,10,19,15,3,11,4,8,32720,51420,23,17489,64735,10730,2,8/10/17,Warrior
Arthas,10,19,15,3,11,4,8,32953,52043,25,17513,64958,10847,2,8/11/17,Warrior
Arthas,10,19,15,3,11,4,8,33279,52499,24,17726,65623,10884,2,8/12/17,Warrior
Arthas,10,19,15,3,11,4,8,33357,52528,27,17867,65812,10939,2,8/13/17,Warrior
Chen,9,19,14,3,10,4,7,35506,51100,561,27957,83241,11341,1,7/14/17,Warrior
Chen,9,19,14,3,10,4,7,35603,50380,516,27098,83113,11221,1,7/15/17,Warrior
Chen,9,19,14,3,10,4,7,35267,50374,491,26992,82229,11175,1,7/16/17,Warrior
Chen,9,20,14,3,11,4,7,35738,51399,507,27535,83259,11441,1,7/17/17,Warrior
Chen,6,20,14,3,11,5,7,34442,49372,496,26153,80884,11347,1,7/18/17,Warrior
Chen,6,20,14,3,11,5,7,34276,49610,479,25692,80394,11381,1,7/19/17,Warrior
Chen,7,20,14,3,11,5,7,34316,49616,531,25512,80623,11426,1,7/20/17,Warrior
Chen,7,20,14,3,11,5,7,34622,49814,517,26108,81537,11384,1,7/21/17,Warrior
Chen,7,20,14,3,11,5,7,34391,49378,499,25935,80431,11301,1,7/22/17,Warrior
Chen,7,20,15,3,11,5,7,34673,50213,511,26462,81223,11445,1,7/23/17,Warrior
Chen,7,20,15,3,11,5,7,34476,50382,522,26149,81049,11493,1,7/24/17,Warrior
Chen,8,20,15,3,11,4,8,34993,50825,488,27185,82320,11546,1,7/25/17,Warrior
Chen,10,20,14,3,11,4,8,35789,53165,471,28023,83639,11537,1,7/26/17,Warrior
Chen,10,20,14,3,10,4,7,35953,52595,461,27433,82490,11517,1,7/27/17,Warrior
Chen,10,20,15,3,11,4,8,35803,52750,406,26286,82252,11531,1,7/28/17,Warrior
Chen,9,20,15,3,11,4,7,35721,52771,440,26411,82206,11609,1,7/29/17,Warrior
Chen,9,20,15,3,11,4,8,35873,52562,465,26272,82124,11555,1,7/30/17,Warrior
Chen,9,20,15,3,11,4,8,36166,53057,438,26741,82197,11579,1,7/31/17,Warrior
Chen,9,19,14,3,11,4,8,34987,51917,434,26290,81088,11402,1,8/1/17,Warrior
Chen,9,19,14,3,11,4,7,35502,52316,448,26112,80490,11345,1,8/2/17,Warrior
Chen,9,20,14,3,10,4,7,35622,52499,418,26418,81432,11392,1,8/3/17,Warrior
Chen,9,19,14,3,10,4,8,35147,52263,444,26477,81038,11248,1,8/4/17,Warrior
Chen,9,20,15,3,11,4,8,35622,51963,457,26060,81574,11499,1,8/5/17,Warrior
Chen,9,20,15,3,11,4,7,35483,51749,454,26094,81092,11432,1,8/6/17,Warrior
Chen,9,20,14,3,11,4,8,35800,53088,461,26335,81823,11542,1,8/7/17,Warrior
Chen,9,19,14,3,10,4,8,35640,52135,462,27140,81622,11399,1,8/8/17,Warrior
Chen,9,19,14,3,11,5,7,33902,51972,471,26556,79576,11543,2,8/9/17,Warrior
Chen,9,19,14,3,11,4,7,33689,51788,483,26675,79674,11515,2,8/10/17,Warrior
Chen,9,20,14,3,11,4,8,33600,51719,495,26935,79740,11519,2,8/11/17,Warrior
Chen,9,19,14,3,10,5,7,33271,51859,470,26563,79353,11399,2,8/12/17,Warrior
Chen,9,19,14,3,11,4,7,33839,51616,429,27282,80371,11493,2,8/13/17,Warrior
Diablo,11,20,15,3,12,4,8,38230,63018,47,600,77430,11347,2,7/14/17,Warrior
Diablo,11,20,15,3,12,4,8,38479,62719,48,636,77503,11379,2,7/15/17,Warrior
Diablo,11,20,16,3,12,4,8,38220,63092,51,630,77202,11415,2,7/16/17,Warrior
Diablo,11,20,15,3,12,4,8,38062,62979,58,629,77088,11390,2,7/17/17,Warrior
Diablo,11,20,15,3,12,5,8,37937,63139,56,615,77141,11434,2,7/18/17,Warrior
Diablo,11,20,16,3,12,5,8,37915,63031,49,626,76701,11462,2,7/19/17,Warrior
Diablo,11,20,16,3,12,5,8,38022,63388,58,638,76690,11509,2,7/20/17,Warrior
Diablo,11,20,16,3,12,5,8,37762,63238,58,624,76611,11572,2,7/21/17,Warrior
Diablo,11,20,16,3,12,5,8,38161,63424,52,651,76949,11557,2,7/22/17,Warrior
Diablo,11,20,16,3,12,4,8,38192,63547,59,644,76923,11533,2,7/23/17,Warrior
Diablo,11,20,16,3,12,5,8,38037,63749,58,651,77105,11550,2,7/24/17,Warrior
Diablo,10,20,16,3,12,5,8,37507,62473,53,620,76412,11483,2,7/25/17,Warrior
Diablo,10,20,16,3,12,5,8,37955,62380,50,637,76913,11468,2,7/26/17,Warrior
Diablo,10,20,16,3,12,4,8,37913,62605,52,616,76901,11490,2,7/27/17,Warrior
Diablo,10,20,15,3,12,5,8,37529,62325,54,592,76493,11436,2,7/28/17,Warrior
Diablo,10,20,16,3,12,5,8,37958,62613,64,622,77118,11474,2,7/29/17,Warrior
Diablo,10,20,16,3,12,5,8,37775,62941,52,640,76638,11501,2,7/30/17,Warrior
Diablo,10,20,16,3,12,4,8,37674,62627,54,628,76611,11458,2,7/31/17,Warrior
Diablo,11,20,15,3,12,4,8,37667,62941,59,611,76297,11405,2,8/1/17,Warrior
Diablo,11,20,15,3,12,4,8,37824,63247,60,586,76638,11384,2,8/2/17,Warrior
Diablo,11,20,15,3,12,4,8,37671,63588,65,575,76395,11402,2,8/3/17,Warrior
Diablo,11,20,15,3,12,4,8,37751,63179,60,587,76314,11354,2,8/4/17,Warrior
Diablo,11,19,16,3,12,4,8,37625,62761,59,600,76343,11352,2,8/5/17,Warrior
Diablo,11,20,16,3,12,4,8,37672,62820,57,613,76709,11389,2,8/6/17,Warrior
Diablo,11,20,15,3,12,4,8,37966,63572,58,610,77046,11370,2,8/7/17,Warrior
Diablo,11,20,15,3,12,4,8,37882,62789,55,592,76514,11355,2,8/8/17,Warrior
Diablo,11,19,16,3,12,5,8,36209,61202,35,571,74316,11384,2,8/9/17,Warrior
Diablo,11,19,15,3,12,5,8,35611,61048,27,547,73590,11389,2,8/10/17,Warrior
Diablo,11,19,15,3,12,5,8,35371,61482,28,559,73706,11378,2,8/11/17,Warrior
Diablo,11,19,15,3,12,5,8,35681,61385,37,569,74127,11379,2,8/12/17,Warrior
Diablo,11,19,15,3,12,5,8,35912,61941,31,588,74503,11424,2,8/13/17,Warrior
E.T.C.,10,20,15,2,13,3,9,24447,45796,1564,22218,63858,10726,2,7/14/17,Warrior
E.T.C.,10,19,15,2,12,4,8,24369,45742,1551,22188,63893,10599,2,7/15/17,Warrior
E.T.C.,10,20,15,2,12,4,8,24246,46707,1505,22229,63832,10694,2,7/16/17,Warrior
E.T.C.,10,19,15,2,12,3,8,23960,46176,1530,22262,63174,10602,2,7/17/17,Warrior
E.T.C.,9,20,15,2,13,4,8,24526,46158,1489,22109,63372,10836,2,7/18/17,Warrior
E.T.C.,9,20,15,2,13,4,8,23914,46432,1471,21948,62895,10760,2,7/19/17,Warrior
E.T.C.,9,20,15,2,13,4,8,24236,47016,1488,22081,63182,10849,2,7/20/17,Warrior
E.T.C.,9,20,15,2,13,4,8,24061,45720,1452,21962,62539,10800,2,7/21/17,Warrior
E.T.C.,9,20,15,2,13,4,8,23932,45806,1457,22103,62920,10797,2,7/22/17,Warrior
E.T.C.,9,20,15,2,13,4,8,24304,46812,1498,22305,63738,10866,2,7/23/17,Warrior
E.T.C.,9,20,15,2,13,4,8,24042,46379,1576,22303,62933,10780,2,7/24/17,Warrior
E.T.C.,10,20,15,2,13,4,8,24048,46698,1614,22586,63663,10916,2,7/25/17,Warrior
E.T.C.,10,19,15,2,12,3,8,23964,46153,1591,22241,62932,10655,2,7/26/17,Warrior
E.T.C.,10,20,15,2,12,4,8,24023,46039,1664,22579,63474,10692,2,7/27/17,Warrior
E.T.C.,10,20,15,2,12,4,8,23953,45909,1579,22422,63263,10668,2,7/28/17,Warrior
E.T.C.,10,20,15,2,13,4,8,24417,46749,1620,22783,64027,10818,2,7/29/17,Warrior
E.T.C.,10,20,15,2,13,4,8,24296,46110,1592,22480,63827,10747,2,7/30/17,Warrior
E.T.C.,10,20,15,2,13,4,8,24247,46987,1586,22680,63793,10856,2,7/31/17,Warrior
E.T.C.,10,20,15,2,13,4,8,24104,46678,1619,22655,63678,10722,2,8/1/17,Warrior
E.T.C.,10,19,15,2,12,3,8,23924,46864,1569,22646,63074,10698,2,8/2/17,Warrior
E.T.C.,10,19,15,2,12,3,8,23940,46021,1677,22582,63070,10657,2,8/3/17,Warrior
E.T.C.,10,20,15,2,12,4,8,23915,45934,1631,22606,63202,10655,2,8/4/17,Warrior
E.T.C.,10,20,15,2,13,4,8,24207,46452,1626,22470,63437,10729,2,8/5/17,Warrior
E.T.C.,10,19,15,2,13,3,8,24022,45919,1685,22833,63708,10622,2,8/6/17,Warrior
E.T.C.,11,19,15,2,13,3,9,23874,46294,1720,22847,63395,10654,2,8/7/17,Warrior
E.T.C.,10,19,15,2,12,3,8,24034,45822,1604,22395,62620,10560,2,8/8/17,Warrior
E.T.C.,9,19,15,2,13,4,8,23328,46062,1442,21849,61377,10895,2,8/9/17,Warrior
E.T.C.,10,19,15,2,13,4,8,22973,46292,1506,21848,60762,10849,2,8/10/17,Warrior
E.T.C.,10,19,15,2,12,4,8,22906,46185,1447,21558,60896,10840,2,8/11/17,Warrior
E.T.C.,10,19,15,2,13,4,8,23060,46451,1505,21823,61120,10848,2,8/12/17,Warrior
E.T.C.,9,19,15,2,13,4,8,22900,46262,1531,21799,61034,10803,2,8/13/17,Warrior
Johanna,9,20,14,2,12,3,9,33669,66864,1357,17695,71632,11446,2,7/14/17,Warrior
Johanna,9,20,14,2,12,3,9,32955,66526,1285,17537,70637,11392,2,7/15/17,Warrior
Johanna,9,20,14,2,12,3,9,33231,67487,1353,17887,71109,11569,2,7/16/17,Warrior
Johanna,9,20,14,2,12,3,9,32844,67507,1318,17728,70710,11550,2,7/17/17,Warrior
Johanna,10,20,14,2,12,3,9,33190,68353,1314,18064,71291,11516,2,7/18/17,Warrior
Johanna,11,20,14,2,12,3,9,33267,70200,1377,18209,71622,11657,2,7/19/17,Warrior
Johanna,11,20,14,2,12,3,9,33363,69988,1387,18414,71902,11625,2,7/20/17,Warrior
Johanna,11,20,14,2,12,3,9,32978,69213,1256,18265,70959,11593,2,7/21/17,Warrior
Johanna,11,20,14,2,12,3,9,33129,69383,1283,18318,71531,11523,2,7/22/17,Warrior
Johanna,11,20,14,2,12,3,9,33126,69001,1314,18414,71862,11582,2,7/23/17,Warrior
Johanna,11,20,14,2,12,3,9,33278,69488,1339,18437,72040,11567,2,7/24/17,Warrior
Johanna,11,20,14,2,12,3,9,32857,69216,1263,18211,71299,11475,2,7/25/17,Warrior
Johanna,11,20,14,2,12,3,9,33057,69093,1240,18131,71217,11468,2,7/26/17,Warrior
Johanna,11,20,14,2,12,3,9,33158,68914,1347,18229,71572,11494,2,7/27/17,Warrior
Johanna,11,20,14,2,12,3,9,33352,69588,1328,18220,71831,11641,2,7/28/17,Warrior
Johanna,11,20,14,2,12,3,9,32832,68777,1290,18158,71304,11481,2,7/29/17,Warrior
Johanna,11,20,14,2,12,3,9,33418,69408,1359,18483,72178,11593,2,7/30/17,Warrior
Johanna,11,20,14,2,12,3,9,33067,69782,1283,18340,71716,11514,2,7/31/17,Warrior
Johanna,9,20,14,2,12,3,9,32780,67628,1334,17809,70519,11581,2,8/1/17,Warrior
Johanna,9,20,14,2,12,3,9,32728,67695,1363,17513,70441,11512,2,8/2/17,Warrior
Johanna,9,20,14,2,12,3,9,32793,68241,1330,17640,70327,11596,2,8/3/17,Warrior
Johanna,9,20,14,2,12,3,9,32574,67115,1278,17606,70184,11485,2,8/4/17,Warrior
Johanna,9,20,14,2,12,3,9,32522,67525,1304,17736,70472,11472,2,8/5/17,Warrior
Johanna,9,20,14,2,12,3,9,32760,66871,1334,17790,70917,11456,2,8/6/17,Warrior
Johanna,9,20,14,2,12,3,9,32682,67712,1313,17655,70593,11485,2,8/7/17,Warrior
Johanna,11,20,14,2,12,3,9,32815,67986,1314,18018,70763,11443,2,8/8/17,Warrior
Johanna,10,19,14,2,12,3,9,31336,65433,1223,17646,68359,11419,2,8/9/17,Warrior
Johanna,11,19,14,2,12,3,9,31039,65705,1164,17511,67724,11497,2,8/10/17,Warrior
Johanna,11,19,14,2,12,3,9,31157,66090,1183,17608,68159,11499,2,8/11/17,Warrior
Johanna,11,19,14,2,12,3,9,30987,66538,1268,17574,68209,11525,2,8/12/17,Warrior
Johanna,11,19,14,2,12,3,9,31189,67253,1211,17692,68389,11556,2,8/13/17,Warrior
Leoric,10,20,16,3,12,5,7,44005,72486,37,26728,85682,13259,1,7/14/17,Warrior
Leoric,9,20,16,3,12,5,7,43085,71787,34,26387,84894,13250,1,7/15/17,Warrior
Leoric,9,20,16,3,12,5,7,42954,71450,35,26157,84687,13203,1,7/16/17,Warrior
Leoric,9,20,16,3,12,5,7,42832,70899,28,26464,85331,13184,1,7/17/17,Warrior
